topology,rho_agents,run_id,run_seed,sync_index,mean_aggregate_battery_kw,std_aggregate_battery_kw,feeder_violation_fraction
legacy_ring,0.20512820512820512,13,464846185,1.7973591798836874,-13.545496256335246,61.526882440593965,0.375
legacy_ring,0.20512820512820512,14,645678267,1.8840749688234333,-15.585800709201012,61.69038470118088,0.3333333333333333
legacy_ring,0.20512820512820512,15,2340906407,1.9348309530925543,-14.396495180064344,56.05029284674833,0.375
legacy_ring,0.20512820512820512,16,2059101284,1.925689820669179,-16.965120998723098,75.04030834581847,0.4166666666666667
legacy_ring,0.20512820512820512,17,1121725558,2.109272049759044,-11.238987199993687,60.71793042341668,0.375
legacy_ring,0.20512820512820512,18,3370937724,1.9349679746648334,-13.730107001931835,63.284104925811604,0.3333333333333333
legacy_ring,0.20512820512820512,19,1838733361,2.061646244982836,-16.003589413616456,56.584345494935576,0.4166666666666667
legacy_ring,0.23076923076923075,0,1883026270,2.0283378665079472,-14.393086974029396,66.98959114926448,0.4583333333333333
legacy_ring,0.23076923076923075,1,1512184087,1.9372697733296957,-14.29684744364359,72.65441121291252,0.375
legacy_ring,0.23076923076923075,2,486679274,2.1159507102880397,-13.050583901275644,69.63322821632458,0.4583333333333333
legacy_ring,0.23076923076923075,3,3418864370,1.7785819706522092,-12.819260935522992,70.99457352999598,0.3333333333333333
legacy_ring,0.23076923076923075,4,1498947973,1.7419350044738742,-13.499487682426434,68.71480849952914,0.3333333333333333
legacy_ring,0.23076923076923075,5,1409513538,1.9314027542617989,-14.118213262619491,69.1380273703071,0.4166666666666667
legacy_ring,0.23076923076923075,6,1368306092,1.9154352213228154,-12.857639269261233,73.58210478357991,0.375
legacy_ring,0.23076923076923075,7,871413622,1.8873955682541528,-12.503264683798697,64.73841379982231,0.375
legacy_ring,0.23076923076923075,8,2077111461,1.9473438940555547,-11.74493262958804,70.2145449434425,0.4166666666666667
legacy_ring,0.23076923076923075,9,1060053292,2.021948788751283,-13.146487333684062,68.5776934958228,0.5
legacy_ring,0.23076923076923075,10,3978576148,2.1469727428172067,-12.616487825794877,65.36255285304021,0.4166666666666667
legacy_ring,0.23076923076923075,11,3190587683,1.8853394703395026,-13.11734082409349,68.68811713645796,0.4166666666666667
legacy_ring,0.23076923076923075,12,2363097971,1.8997098372884977,-15.67510559184395,73.76111760106701,0.3333333333333333
legacy_ring,0.23076923076923075,13,74840030,1.7825575533320297,-14.127268741838009,78.23820407924062,0.5
legacy_ring,0.23076923076923075,14,3075893007,2.1558268118349857,-13.091740162442028,61.08763797883528,0.4583333333333333
legacy_ring,0.23076923076923075,15,3794739023,2.0804005380340653,-14.40929089479395,57.896226742426684,0.3333333333333333
